Year,Month,Mean Temp (°C),Min Temp (°C),Max Temp (°C),Total Precip (mm)
2006,1,6.30322580645,3.98709677419,8.57741935484,283.6
2006,2,4.27857142857,0.664285714286,7.84642857143,57.0
2006,3,6.54516129032,2.70967741935,10.3161290323,92.4
2006,4,9.29666666667,5.66,12.89,70.0
2006,5,13.035483871,8.83225806452,17.1935483871,42.8
2006,6,16.6666666667,12.6166666667,20.6633333333,54.4
2006,7,18.6806451613,14.1612903226,23.1387096774,25.2
2006,8,17.5612903226,13.335483871,21.735483871,4.8
2006,9,15.26,11.1166666667,19.3533333333,39.4
2006,10,10.0387096774,6.75806451613,13.2612903226,57.8
2006,11,5.74333333333,3.05333333333,8.39,350.8
2006,12,4.47419354839,1.81612903226,7.0935483871,146.0
2007,1,3.00967741935,0.354838709677,5.62258064516,181.4
2007,2,5.85357142857,3.175,8.475,116.0
2007,3,7.36451612903,4.54193548387,10.1483870968,214.8
2007,4,8.93,5.4,12.3866666667,76.2
2007,5,12.7709677419,8.7064516129,16.7774193548,37.0
2007,6,15.15,11.3166666667,18.9366666667,80.0
2007,7,18.8483870968,14.8193548387,22.8387096774,53.0
2007,8,17.8193548387,13.6322580645,21.9419354839,8.4
2007,9,14.1966666667,10.76,17.59,73.6
2007,10,9.59677419355,6.74193548387,12.4096774194,155.2
2007,11,5.88,2.79333333333,8.91333333333,116.2
2007,12,3.22903225806,0.612903225806,5.80967741935,210.6
2008,1,2.81612903226,0.058064516129,5.52903225806,137.6
2008,2,5.5,2.35862068966,8.57586206897,68.6
2008,3,5.89677419355,2.67741935484,9.05806451613,75.2
2008,4,7.56,3.79,11.2966666667,62.2
2008,5,12.764516129,8.9064516129,16.564516129,43.2
2008,6,14.4066666667,10.7933333333,17.9733333333,43.0
2008,7,17.7838709677,13.2064516129,22.3096774194,15.8
2008,8,17.7838709677,13.7806451613,21.7387096774,75.8
2008,9,14.5566666667,10.83,18.2433333333,30.6
2008,10,10.0096774194,6.62903225806,13.3483870968,99.6
2008,11,8.11666666667,5.47666666667,10.7133333333,177.0
2008,12,0.916129032258,-1.68064516129,3.49677419355,197.2
2009,1,2.14516129032,0.112903225806,4.14838709677,129.4
2009,2,4.025,0.385714285714,7.61428571429,56.8
2009,3,4.90322580645,1.41612903226,8.34516129032,104.6
2009,4,9.12,5.12333333333,13.0733333333,77.6
2009,5,12.6548387097,8.35161290323,16.9193548387,71.8
2009,6,17.38,12.9866666667,21.7233333333,10.8
2009,7,19.5838709677,15.0387096774,24.0903225806,20.0
2009,8,18.0709677419,14.0,22.1032258065,26.6
2009,9,15.7,11.5733333333,19.7833333333,65.6
2009,10,10.0451612903,6.68387096774,13.364516129,168.0
2009,11,7.13,4.42,9.77666666667,282.0
2009,12,2.14193548387,-0.803225806452,5.06129032258,77.4
2010,1,7.21935483871,4.5064516129,9.89032258065,182.8
2010,2,7.13214285714,3.90357142857,10.3035714286,102.2
2010,3,7.74838709677,4.18387096774,11.2483870968,108.2
2010,4,9.56,5.97666666667,13.1066666667,88.0
2010,5,12.0225806452,8.16451612903,15.8193548387,54.2
2010,6,14.9766666667,11.38,18.5266666667,48.4
2010,7,18.0967741935,13.6580645161,22.5032258065,0.6
2010,8,18.2290322581,13.9677419355,22.4451612903,69.6
2010,9,15.3333333333,12.1566666667,18.45,166.4
2010,10,11.3387096774,8.22580645161,14.3838709677,76.2
2010,11,5.10666666667,2.37666666667,7.79333333333,143.0
2010,12,4.92258064516,2.20967741935,7.5935483871,167.4
2011,1,4.20967741935,1.3935483871,6.98709677419,186.3
2011,2,3.44285714286,0.542857142857,6.29642857143,89.4
2011,3,6.85806451613,3.57741935484,10.0774193548,152.0
2011,4,7.33,4.11666666667,10.5,95.6
2011,5,11.1935483871,7.61612903226,14.7096774194,93.8
2011,6,15.2633333333,11.7366666667,18.74,41.0
2011,7,17.2225806452,13.235483871,21.1612903226,37.6
2011,8,18.2322580645,13.9032258065,22.5064516129,19.6
2011,9,16.4033333333,12.3333333333,20.4233333333,69.6
2011,10,9.90322580645,6.72903225806,13.035483871,73.6
2011,11,5.14666666667,1.94666666667,8.31333333333,123.4
2011,12,3.7935483871,0.954838709677,6.57096774194,86.6
2012,1,3.57741935484,0.829032258065,6.3,135.6
2012,2,4.8275862069,1.96896551724,7.65517241379,133.6
2012,3,5.55483870968,2.32580645161,8.73548387097,111.6
2012,4,9.57333333333,6.00333333333,13.0933333333,93.2
2012,5,12.2193548387,8.33870967742,16.064516129,42.6
2012,6,14.3366666667,10.85,17.7633333333,76.8
2012,7,17.6935483871,13.6741935484,21.6612903226,27.8
2012,8,18.9967741935,14.4483870968,23.5032258065,2.9
2012,9,15.38,11.0766666667,19.6366666667,5.0
2012,10,10.4903225806,7.55806451613,13.3677419355,197.0
2012,11,7.20666666667,4.55666666667,9.81333333333,162.8
2012,12,4.39677419355,2.5064516129,6.23225806452,222.4
2013,1,2.81290322581,0.206451612903,5.38064516129,100.4
2013,2,5.41428571429,2.96071428571,7.83571428571,74.4
2013,3,7.21612903226,3.92258064516,10.4548387097,108.0
2013,4,9.50666666667,6.15333333333,12.7933333333,115.8
2013,5,13.3096774194,9.47419354839,17.0806451613,66.0
2013,6,15.4,11.525,19.2583333333,2.8
2013,7,,,,
2013,8,,,,
2013,9,,,,
2013,10,,,,
2013,11,,,,
2013,12,,,,
2014,1,,,,
2014,2,,,,
2014,3,,,,
2014,4,,,,
2014,5,,,,
2014,6,,,,
2014,7,,,,
2014,8,,,,
2014,9,,,,
2014,10,,,,
2014,11,,,,
2014,12,,,,
2015,1,,,,
2015,2,,,,
2015,3,,,,
2015,4,,,,
2015,5,,,,
2015,6,,,,
2015,7,,,,
2015,8,,,,
2015,9,,,,
2015,10,,,,
2015,11,,,,
2015,12,,,,
