Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2008-09-15,2008,09,15,†,22.2,,10.9,,16.6,,1.4,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-16,2008,09,16,†,21.9,,10.6,,16.3,,1.7,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-17,2008,09,17,†,22.2,,11.6,,16.9,,1.1,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-18,2008,09,18,†,15.4,,13.1,,14.3,,3.7,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-19,2008,09,19,†,16.7,,13.7,,15.2,,2.8,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-20,2008,09,20,†,14.7,,12.5,,13.6,,4.4,,0.0,,,M,,M,5.8,,,,,M,,M
2008-09-21,2008,09,21,†,18.5,,12.5,,15.5,,2.5,,0.0,,,M,,M,2.6,,,,,M,,M
2008-09-22,2008,09,22,†,16.2,,10.9,,13.6,,4.4,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-23,2008,09,23,†,14.9,,8.8,,11.9,,6.1,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-24,2008,09,24,†,15.1,,11.7,,13.4,,4.6,,0.0,,,M,,M,6.4,,,,,M,,M
2008-09-25,2008,09,25,†,13.0,,12.2,,12.6,,5.4,,0.0,,,M,,M,11.0,,,,,M,,M
2008-09-26,2008,09,26,†,17.9,,12.2,,15.1,,2.9,,0.0,,,M,,M,0.2,,,,,M,,M
2008-09-27,2008,09,27,†,18.3,,11.9,,15.1,,2.9,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-28,2008,09,28,†,16.8,E,8.4,E,12.6,E,5.4,E,0.0,E,,M,,M,,M,,,,M,,M
2008-09-29,2008,09,29,†,19.6,,8.6,,14.1,,3.9,,0.0,,,M,,M,0.0,,,,,M,,M
2008-09-30,2008,09,30,†,20.5,,10.5,,15.5,,2.5,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-01,2008,10,01,†,22.0,,11.8,,16.9,,1.1,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-02,2008,10,02,†,16.1,,12.7,,14.4,,3.6,,0.0,,,M,,M,4.8,,,,,M,,M
2008-10-03,2008,10,03,†,16.5,,13.0,,14.8,,3.2,,0.0,,,M,,M,13.6,,,,,M,,M
2008-10-04,2008,10,04,†,17.7,,10.8,,14.3,,3.7,,0.0,,,M,,M,17.8,,,,,M,,M
2008-10-05,2008,10,05,†,14.7,,9.7,,12.2,,5.8,,0.0,,,M,,M,1.6,,,,,M,,M
2008-10-06,2008,10,06,†,12.9,,9.8,,11.4,,6.6,,0.0,,,M,,M,6.8,,,,,M,,M
2008-10-07,2008,10,07,†,15.5,,10.9,,13.2,,4.8,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-08,2008,10,08,†,12.2,,7.0,,9.6,,8.4,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-09,2008,10,09,†,10.0,,5.3,,7.7,,10.3,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-10,2008,10,10,†,12.9,,3.8,,8.4,,9.6,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-11,2008,10,11,†,11.5,,3.6,,7.6,,10.4,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-12,2008,10,12,†,14.9,,7.2,,11.1,,6.9,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-13,2008,10,13,†,11.3,,9.3,,10.3,,7.7,,0.0,,,M,,M,15.4,,,,,M,,M
2008-10-14,2008,10,14,†,12.3,,5.4,,8.9,,9.1,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-15,2008,10,15,†,11.4,,4.9,,8.2,,9.8,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-16,2008,10,16,†,11.3,,7.0,,9.2,,8.8,,0.0,,,M,,M,18.4,,,,,M,,M
2008-10-17,2008,10,17,†,12.7,,10.7,,11.7,,6.3,,0.0,,,M,,M,19.6,,,,,M,,M
2008-10-18,2008,10,18,†,12.3,,6.9,,9.6,,8.4,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-19,2008,10,19,†,11.9,,5.2,,8.6,,9.4,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-20,2008,10,20,†,13.8,,8.5,,11.2,,6.8,,0.0,,,M,,M,5.8,,,,,M,,M
2008-10-21,2008,10,21,†,12.3,,5.7,,9.0,,9.0,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-22,2008,10,22,†,13.7,,6.3,,10.0,,8.0,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-23,2008,10,23,†,11.7,,7.7,,9.7,,8.3,,0.0,,,M,,M,1.2,,,,,M,,M
2008-10-24,2008,10,24,†,10.3,,7.3,,8.8,,9.2,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-25,2008,10,25,†,11.3,,6.0,,8.7,,9.3,,0.0,,,M,,M,0.2,,,,,M,,M
2008-10-26,2008,10,26,†,11.9,,4.1,,8.0,,10.0,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-27,2008,10,27,†,14.0,,4.4,,9.2,,8.8,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-28,2008,10,28,†,16.1,,7.3,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,,M,,M
2008-10-29,2008,10,29,†,12.3,,9.8,,11.1,,6.9,,0.0,,,M,,M,0.4,,,,,M,,M
2008-10-30,2008,10,30,†,13.1,,8.8,,11.0,,7.0,,0.0,,,M,,M,4.4,,,,,M,,M
2008-10-31,2008,10,31,†,14.4,,11.1,,12.8,,5.2,,0.0,,,M,,M,14.2,,,,,M,,M
2008-11-01,2008,11,01,†,14.3,,10.4,,12.4,,5.6,,0.0,,,M,,M,2.4,,,,,M,,M
2008-11-02,2008,11,02,†,14.0,,9.1,,11.6,,6.4,,0.0,,,M,,M,9.6,,,,,M,,M
2008-11-03,2008,11,03,†,9.1,,7.1,,8.1,,9.9,,0.0,,,M,,M,7.2,,,,,M,,M
2008-11-04,2008,11,04,†,9.9,,6.6,,8.3,,9.7,,0.0,,,M,,M,8.2,,,,,M,,M
2008-11-05,2008,11,05,†,9.9,,5.4,,7.7,,10.3,,0.0,,,M,,M,4.2,,,,,M,,M
2008-11-06,2008,11,06,†,10.3,,6.9,,8.6,,9.4,,0.0,,,M,,M,26.8,,,,,M,,M
2008-11-07,2008,11,07,†,12.1,,9.9,,11.0,,7.0,,0.0,,,M,,M,21.8,,,,,M,,M
2008-11-08,2008,11,08,†,13.3,,11.2,,12.3,,5.7,,0.0,,,M,,M,7.6,,,,,M,,M
2008-11-09,2008,11,09,†,13.5,,10.1,,11.8,,6.2,,0.0,,,M,,M,2.2,,,,,M,,M
2008-11-10,2008,11,10,†,13.1,,9.0,,11.1,,6.9,,0.0,,,M,,M,3.8,,,,,M,,M
2008-11-11,2008,11,11,†,9.9,,7.7,,8.8,,9.2,,0.0,,,M,,M,35.8,,,,,M,,M
2008-11-12,2008,11,12,†,12.9,,8.8,,10.9,,7.1,,0.0,,,M,,M,13.2,,,,,M,,M
2008-11-13,2008,11,13,†,10.2,,7.3,,8.8,,9.2,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-14,2008,11,14,†,9.8,,6.4,,8.1,,9.9,,0.0,,,M,,M,1.6,,,,,M,,M
2008-11-15,2008,11,15,†,11.5,,7.6,,9.6,,8.4,,0.0,,,M,,M,1.0,,,,,M,,M
2008-11-16,2008,11,16,†,12.0,,9.7,,10.9,,7.1,,0.0,,,M,,M,0.4,,,,,M,,M
2008-11-17,2008,11,17,†,11.5,,7.1,,9.3,,8.7,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-18,2008,11,18,†,10.8,,5.9,,8.4,,9.6,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-19,2008,11,19,†,11.2,,2.9,,7.1,,10.9,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-20,2008,11,20,†,9.5,,4.4,,7.0,,11.0,,0.0,,,M,,M,9.0,,,,,M,,M
2008-11-21,2008,11,21,†,9.4,,5.1,,7.3,,10.7,,0.0,,,M,,M,8.8,,,,,M,,M
2008-11-22,2008,11,22,†,9.5,,4.7,,7.1,,10.9,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-23,2008,11,23,†,8.5,,3.4,,6.0,,12.0,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-24,2008,11,24,†,9.2,,2.8,,6.0,,12.0,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-25,2008,11,25,†,8.8,,5.0,,6.9,,11.1,,0.0,,,M,,M,4.8,,,,,M,,M
2008-11-26,2008,11,26,†,6.6,,2.2,,4.4,,13.6,,0.0,,,M,,M,0.0,,,,,M,,M
2008-11-27,2008,11,27,†,8.3,,2.2,,5.3,,12.7,,0.0,,,M,,M,0.2,,,,,M,,M
2008-11-28,2008,11,28,†,7.9,,6.4,,7.2,,10.8,,0.0,,,M,,M,37.6,,,,,M,,M
2008-11-29,2008,11,29,†,9.4,,7.8,,8.6,,9.4,,0.0,,,M,,M,13.8,,,,,M,,M
2008-11-30,2008,11,30,†,11.1,,8.3,,9.7,,8.3,,0.0,,,M,,M,2.0,,,,,M,,M
2008-12-01,2008,12,01,†,10.5,,8.1,,9.3,,8.7,,0.0,,,M,,M,8.6,,,,,M,,M
2008-12-02,2008,12,02,†,9.8,,7.5,,8.7,,9.3,,0.0,,,M,,M,1.6,,,,,M,,M
2008-12-03,2008,12,03,†,9.2,,5.3,,7.3,,10.7,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-04,2008,12,04,†,6.2,,4.0,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-05,2008,12,05,†,7.8,,3.5,,5.7,,12.3,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-06,2008,12,06,†,8.1,,6.4,,7.3,,10.7,,0.0,,,M,,M,14.6,,,,,M,,M
2008-12-07,2008,12,07,†,8.3,,5.4,,6.9,,11.1,,0.0,,,M,,M,8.6,,,,,M,,M
2008-12-08,2008,12,08,†,7.5,,5.1,,6.3,,11.7,,0.0,,,M,,M,0.6,,,,,M,,M
2008-12-09,2008,12,09,†,6.6,,5.4,,6.0,,12.0,,0.0,,,M,,M,18.6,,,,,M,,M
2008-12-10,2008,12,10,†,7.7,,5.5,,6.6,,11.4,,0.0,,,M,,M,5.2,,,,,M,,M
2008-12-11,2008,12,11,†,7.6,,3.2,,5.4,,12.6,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-12,2008,12,12,†,5.2,,2.2,,3.7,,14.3,,0.0,,,M,,M,35.6,,,,,M,,M
2008-12-13,2008,12,13,†,5.5,,-1.0,,2.3,,15.7,,0.0,,,M,,M,0.2,,,,,M,,M
2008-12-14,2008,12,14,†,1.3,,-3.3,,-1.0,,19.0,,0.0,,,M,,M,3.2,,,,,M,,M
2008-12-15,2008,12,15,†,2.1,,-3.9,,-0.9,,18.9,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-16,2008,12,16,†,0.0,,-4.7,,-2.4,,20.4,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-17,2008,12,17,†,0.6,,-1.9,,-0.7,,18.7,,0.0,,,M,,M,1.6,,,,,M,,M
2008-12-18,2008,12,18,†,-0.8,,-3.9,,-2.4,,20.4,,0.0,,,M,,M,1.4,,,,,M,,M
2008-12-19,2008,12,19,†,-2.8,,-7.3,,-5.1,,23.1,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-20,2008,12,20,†,-4.0,,-9.0,,-6.5,,24.5,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-21,2008,12,21,†,-0.8,,-5.8,,-3.3,,21.3,,0.0,,,M,,M,0.0,,,,,M,,M
2008-12-22,2008,12,22,†,0.9,,-2.4,,-0.8,,18.8,,0.0,,,M,,M,2.0,,,,,M,,M
2008-12-23,2008,12,23,†,0.1,,-4.4,,-2.2,,20.2,,0.0,,,M,,M,0.8,,,,,M,,M
2008-12-24,2008,12,24,†,2.1,,-0.2,,1.0,,17.0,,0.0,,,M,,M,9.4,,,,,M,,M
2008-12-25,2008,12,25,†,2.8,,0.4,,1.6,,16.4,,0.0,,,M,,M,21.4,,,,,M,,M
2008-12-26,2008,12,26,†,2.1,,-0.2,,1.0,,17.0,,0.0,,,M,,M,14.0,,,,,M,,M
2008-12-27,2008,12,27,†,4.0,,1.9,,3.0,,15.0,,0.0,,,M,,M,20.0,,,,,M,,M
2008-12-28,2008,12,28,†,5.3,,2.8,,4.1,,13.9,,0.0,,,M,,M,0.4,,,,,M,,M
2008-12-29,2008,12,29,†,5.0,,1.3,,3.2,,14.8,,0.0,,,M,,M,13.2,,,,,M,,M
2008-12-30,2008,12,30,†,5.7,,1.3,,3.5,,14.5,,0.0,,,M,,M,1.4,,,,,M,,M
2008-12-31,2008,12,31,†,5.9,,1.4,,3.7,,14.3,,0.0,,,M,,M,10.0,,,,,M,,M
